day,month,week,hour,input,output
4,2,3,12,"[8766.8, 8771.3, 8772.0, 8779.45, 8779.65, 8776.6, 8775.25, 8775.45, 8778.2, 8776.5, 8771.35, 8771.5, 8766.9, 8763.65, 8769.35, 8774.3, 8772.7, 8766.95, 8766.35, 8766.65, 8769.6, 8770.8, 8765.85, 8762.4, 8760.05, 8762.0, 8767.55, 8770.2, 8768.15, 8770.2, 8769.25, 8770.25, 8769.6, 8773.05, 8770.05, 8769.0, 8771.7, 8773.4, 8774.3, 8779.2, 8777.6, 8775.25, 8776.4, 8780.0, 8778.45, 8779.35, 8775.25, 8776.95, 8777.15, 8774.1, 8776.4, 8773.9, 8777.0, 8776.75, 8775.7, 8779.5, 8776.4, 8778.9, 8779.3, 8784.85]","[8766.8, 8771.3, 8772.0, 8779.45, 8779.65, 8776.6, 8775.25, 8775.45, 8778.2, 8776.5, 8771.35, 8771.5, 8766.9, 8763.65, 8769.35, 8774.3, 8772.7, 8766.95, 8766.35, 8766.65, 8769.6, 8770.8, 8765.85, 8762.4, 8760.05, 8762.0, 8767.55, 8770.2, 8768.15, 8770.2, 8769.25, 8770.25, 8769.6, 8773.05, 8770.05, 8769.0, 8771.7, 8773.4, 8774.3, 8779.2, 8777.6, 8775.25, 8776.4, 8780.0, 8778.45, 8779.35, 8775.25, 8776.95, 8777.15, 8774.1, 8776.4, 8773.9, 8777.0, 8776.75, 8775.7, 8779.5, 8776.4, 8778.9, 8779.3, 8784.85, 8786.05, 8787.55, 8788.35, 8793.15, 8790.2, 8795.65, 8789.65, 8783.15, 8781.2, 8780.95, 8785.4, 8781.65, 8780.85, 8779.9, 8775.7, 8775.85, 8780.05, 8776.7, 8782.05, 8780.4, 8783.55, 8784.05, 8783.0, 8783.05, 8785.4, 8787.75, 8786.7, 8789.1, 8789.3, 8784.65]"
4,2,3,13,"[8786.05, 8787.55, 8788.35, 8793.15, 8790.2, 8795.65, 8789.65, 8783.15, 8781.2, 8780.95, 8785.4, 8781.65, 8780.85, 8779.9, 8775.7, 8775.85, 8780.05, 8776.7, 8782.05, 8780.4, 8783.55, 8784.05, 8783.0, 8783.05, 8785.4, 8787.75, 8786.7, 8789.1, 8789.3, 8784.65, 8785.9, 8782.35, 8789.95, 8788.8, 8788.9, 8789.1, 8786.45, 8788.15, 8789.45, 8789.6, 8795.2, 8794.6, 8794.3, 8793.6, 8792.25, 8789.9, 8785.45, 8784.2, 8781.75, 8783.35, 8782.65, 8783.05, 8783.35, 8788.15, 8790.85, 8789.25, 8788.8, 8784.75, 8781.6, 8782.3]","[8786.05, 8787.55, 8788.35, 8793.15, 8790.2, 8795.65, 8789.65, 8783.15, 8781.2, 8780.95, 8785.4, 8781.65, 8780.85, 8779.9, 8775.7, 8775.85, 8780.05, 8776.7, 8782.05, 8780.4, 8783.55, 8784.05, 8783.0, 8783.05, 8785.4, 8787.75, 8786.7, 8789.1, 8789.3, 8784.65, 8785.9, 8782.35, 8789.95, 8788.8, 8788.9, 8789.1, 8786.45, 8788.15, 8789.45, 8789.6, 8795.2, 8794.6, 8794.3, 8793.6, 8792.25, 8789.9, 8785.45, 8784.2, 8781.75, 8783.35, 8782.65, 8783.05, 8783.35, 8788.15, 8790.85, 8789.25, 8788.8, 8784.75, 8781.6, 8782.3, 8785.1, 8788.3, 8781.75, 8786.05, 8780.85, 8785.15, 8786.8, 8788.9, 8790.2, 8788.95, 8791.6, 8791.5, 8792.45, 8799.05, 8797.2, 8797.75, 8793.75, 8795.95, 8796.45, 8796.95, 8794.4, 8793.7, 8793.65, 8798.0, 8794.6, 8797.55, 8799.3, 8803.15, 8805.25, 8801.5]"
0,2,4,10,"[8842.1, 8843.6, 8846.55, 8848.45, 8850.5, 8851.35, 8851.65, 8850.95, 8849.7, 8849.6, 8855.8, 8854.95, 8853.6, 8859.85, 8861.95, 8862.75, 8860.65, 8856.6, 8857.05, 8852.55, 8854.8, 8852.55, 8853.15, 8855.0, 8853.0, 8857.5, 8861.8, 8861.55, 8860.4, 8865.4, 8867.75, 8864.8, 8864.25, 8863.8, 8864.9, 8865.95, 8867.2, 8865.4, 8867.7, 8868.5, 8866.55, 8867.1, 8867.05, 8863.8, 8862.1, 8861.85, 8860.8, 8858.95, 8860.5, 8859.1, 8856.65, 8854.45, 8854.7, 8852.4, 8851.4, 8850.6, 8850.1, 8850.5, 8847.5, 8847.45]","[8842.1, 8843.6, 8846.55, 8848.45, 8850.5, 8851.35, 8851.65, 8850.95, 8849.7, 8849.6, 8855.8, 8854.95, 8853.6, 8859.85, 8861.95, 8862.75, 8860.65, 8856.6, 8857.05, 8852.55, 8854.8, 8852.55, 8853.15, 8855.0, 8853.0, 8857.5, 8861.8, 8861.55, 8860.4, 8865.4, 8867.75, 8864.8, 8864.25, 8863.8, 8864.9, 8865.95, 8867.2, 8865.4, 8867.7, 8868.5, 8866.55, 8867.1, 8867.05, 8863.8, 8862.1, 8861.85, 8860.8, 8858.95, 8860.5, 8859.1, 8856.65, 8854.45, 8854.7, 8852.4, 8851.4, 8850.6, 8850.1, 8850.5, 8847.5, 8847.45, 8847.6, 8846.1, 8848.0, 8849.6, 8850.1, 8849.3, 8847.6, 8850.2, 8849.0, 8849.5, 8850.75, 8849.55, 8846.5, 8845.4, 8846.4, 8844.15, 8841.2, 8836.7, 8832.45, 8835.05, 8837.7, 8832.0, 8830.25, 8823.95, 8827.25, 8822.85, 8818.9, 8829.3, 8831.05, 8822.4]"
0,2,4,11,"[8847.6, 8846.1, 8848.0, 8849.6, 8850.1, 8849.3, 8847.6, 8850.2, 8849.0, 8849.5, 8850.75, 8849.55, 8846.5, 8845.4, 8846.4, 8844.15, 8841.2, 8836.7, 8832.45, 8835.05, 8837.7, 8832.0, 8830.25, 8823.95, 8827.25, 8822.85, 8818.9, 8829.3, 8831.05, 8822.4, 8828.7, 8823.7, 8821.6, 8824.85, 8827.6, 8825.2, 8819.15, 8828.05, 8824.2, 8823.3, 8826.25, 8827.4, 8827.25, 8830.25, 8832.0, 8835.55, 8834.45, 8832.6, 8829.05, 8830.65, 8829.0, 8827.45, 8828.35, 8826.9, 8830.75, 8829.2, 8829.8, 8831.95, 8832.5, 8829.2]","[8847.6, 8846.1, 8848.0, 8849.6, 8850.1, 8849.3, 8847.6, 8850.2, 8849.0, 8849.5, 8850.75, 8849.55, 8846.5, 8845.4, 8846.4, 8844.15, 8841.2, 8836.7, 8832.45, 8835.05, 8837.7, 8832.0, 8830.25, 8823.95, 8827.25, 8822.85, 8818.9, 8829.3, 8831.05, 8822.4, 8828.7, 8823.7, 8821.6, 8824.85, 8827.6, 8825.2, 8819.15, 8828.05, 8824.2, 8823.3, 8826.25, 8827.4, 8827.25, 8830.25, 8832.0, 8835.55, 8834.45, 8832.6, 8829.05, 8830.65, 8829.0, 8827.45, 8828.35, 8826.9, 8830.75, 8829.2, 8829.8, 8831.95, 8832.5, 8829.2, 8827.4, 8837.5, 8840.05, 8841.25, 8842.0, 8842.5, 8835.5, 8835.75, 8830.0, 8826.85, 8827.75, 8829.55, 8830.6, 8823.25, 8822.6, 8819.5, 8824.35, 8827.95, 8826.05, 8826.6, 8827.95, 8832.3, 8834.85, 8834.9, 8833.2, 8835.5, 8835.2, 8837.75, 8833.4, 8834.3]"
0,2,4,12,"[8827.4, 8837.5, 8840.05, 8841.25, 8842.0, 8842.5, 8835.5, 8835.75, 8830.0, 8826.85, 8827.75, 8829.55, 8830.6, 8823.25, 8822.6, 8819.5, 8824.35, 8827.95, 8826.05, 8826.6, 8827.95, 8832.3, 8834.85, 8834.9, 8833.2, 8835.5, 8835.2, 8837.75, 8833.4, 8834.3, 8837.1, 8835.1, 8836.55, 8834.7, 8834.05, 8831.7, 8830.25, 8827.6, 8831.4, 8832.2, 8830.6, 8830.95, 8831.55, 8829.6, 8830.65, 8830.55, 8829.6, 8833.35, 8832.15, 8830.1, 8827.65, 8826.95, 8829.7, 8830.5, 8828.3, 8829.7, 8828.75, 8830.45, 8829.6, 8831.7]","[8827.4, 8837.5, 8840.05, 8841.25, 8842.0, 8842.5, 8835.5, 8835.75, 8830.0, 8826.85, 8827.75, 8829.55, 8830.6, 8823.25, 8822.6, 8819.5, 8824.35, 8827.95, 8826.05, 8826.6, 8827.95, 8832.3, 8834.85, 8834.9, 8833.2, 8835.5, 8835.2, 8837.75, 8833.4, 8834.3, 8837.1, 8835.1, 8836.55, 8834.7, 8834.05, 8831.7, 8830.25, 8827.6, 8831.4, 8832.2, 8830.6, 8830.95, 8831.55, 8829.6, 8830.65, 8830.55, 8829.6, 8833.35, 8832.15, 8830.1, 8827.65, 8826.95, 8829.7, 8830.5, 8828.3, 8829.7, 8828.75, 8830.45, 8829.6, 8831.7, 8832.15, 8833.65, 8832.35, 8829.75, 8829.8, 8825.75, 8822.6, 8818.6, 8823.6, 8826.5, 8827.15, 8829.05, 8826.1, 8826.5, 8826.65, 8827.45, 8832.1, 8828.7, 8826.2, 8826.7, 8825.9, 8824.7, 8824.95, 8828.75, 8827.55, 8826.85, 8828.35, 8827.8, 8831.9, 8828.85]"
0,2,4,13,"[8832.15, 8833.65, 8832.35, 8829.75, 8829.8, 8825.75, 8822.6, 8818.6, 8823.6, 8826.5, 8827.15, 8829.05, 8826.1, 8826.5, 8826.65, 8827.45, 8832.1, 8828.7, 8826.2, 8826.7, 8825.9, 8824.7, 8824.95, 8828.75, 8827.55, 8826.85, 8828.35, 8827.8, 8831.9, 8828.85, 8831.45, 8832.3, 8829.4, 8831.2, 8830.05, 8836.15, 8834.7, 8828.1, 8826.8, 8827.45, 8827.25, 8834.35, 8831.55, 8830.1, 8834.15, 8834.0, 8840.2, 8838.55, 8831.7, 8834.7, 8833.3, 8835.95, 8835.75, 8834.65, 8839.45, 8841.55, 8842.35, 8841.65, 8841.5, 8842.3]","[8832.15, 8833.65, 8832.35, 8829.75, 8829.8, 8825.75, 8822.6, 8818.6, 8823.6, 8826.5, 8827.15, 8829.05, 8826.1, 8826.5, 8826.65, 8827.45, 8832.1, 8828.7, 8826.2, 8826.7, 8825.9, 8824.7, 8824.95, 8828.75, 8827.55, 8826.85, 8828.35, 8827.8, 8831.9, 8828.85, 8831.45, 8832.3, 8829.4, 8831.2, 8830.05, 8836.15, 8834.7, 8828.1, 8826.8, 8827.45, 8827.25, 8834.35, 8831.55, 8830.1, 8834.15, 8834.0, 8840.2, 8838.55, 8831.7, 8834.7, 8833.3, 8835.95, 8835.75, 8834.65, 8839.45, 8841.55, 8842.35, 8841.65, 8841.5, 8842.3, 8839.35, 8835.2, 8838.45, 8833.5, 8832.55, 8829.95, 8829.55, 8836.45, 8834.15, 8832.6, 8831.2, 8836.7, 8837.65, 8838.75, 8839.15, 8835.95, 8839.45, 8839.3, 8839.85, 8837.15, 8842.95, 8842.3, 8847.05, 8844.9, 8845.95, 8841.3, 8841.95, 8842.6, 8844.55, 8844.55]"
2,2,4,10,"[8845.0, 8847.4, 8848.3, 8850.1, 8848.85, 8844.0, 8843.0, 8844.4, 8847.65, 8848.1, 8846.8, 8847.2, 8847.15, 8844.25, 8850.65, 8848.95, 8847.05, 8848.25, 8847.25, 8848.05, 8848.35, 8847.2, 8848.9, 8847.45, 8847.65, 8849.1, 8851.1, 8853.6, 8853.25, 8853.35, 8852.95, 8853.3, 8854.6, 8851.3, 8851.45, 8854.05, 8855.15, 8855.65, 8857.35, 8856.85, 8857.05, 8855.55, 8855.1, 8852.5, 8850.8, 8853.25, 8855.0, 8855.8, 8855.45, 8856.9, 8858.1, 8860.65, 8859.75, 8859.6, 8857.5, 8855.65, 8850.8, 8847.65, 8846.1, 8846.1]","[8845.0, 8847.4, 8848.3, 8850.1, 8848.85, 8844.0, 8843.0, 8844.4, 8847.65, 8848.1, 8846.8, 8847.2, 8847.15, 8844.25, 8850.65, 8848.95, 8847.05, 8848.25, 8847.25, 8848.05, 8848.35, 8847.2, 8848.9, 8847.45, 8847.65, 8849.1, 8851.1, 8853.6, 8853.25, 8853.35, 8852.95, 8853.3, 8854.6, 8851.3, 8851.45, 8854.05, 8855.15, 8855.65, 8857.35, 8856.85, 8857.05, 8855.55, 8855.1, 8852.5, 8850.8, 8853.25, 8855.0, 8855.8, 8855.45, 8856.9, 8858.1, 8860.65, 8859.75, 8859.6, 8857.5, 8855.65, 8850.8, 8847.65, 8846.1, 8846.1, 8847.25, 8848.5, 8849.45, 8851.45, 8848.8, 8842.95, 8843.7, 8845.7, 8848.15, 8850.1, 8850.7, 8854.95, 8855.95, 8856.9, 8854.3, 8854.45, 8854.15, 8853.85, 8854.25, 8857.4, 8856.2, 8853.5, 8852.55, 8851.15, 8851.0, 8853.25, 8853.9, 8851.65, 8850.85, 8853.35]"
2,2,4,11,"[8847.25, 8848.5, 8849.45, 8851.45, 8848.8, 8842.95, 8843.7, 8845.7, 8848.15, 8850.1, 8850.7, 8854.95, 8855.95, 8856.9, 8854.3, 8854.45, 8854.15, 8853.85, 8854.25, 8857.4, 8856.2, 8853.5, 8852.55, 8851.15, 8851.0, 8853.25, 8853.9, 8851.65, 8850.85, 8853.35, 8855.15, 8855.7, 8854.85, 8854.2, 8853.35, 8854.25, 8858.25, 8858.0, 8858.4, 8859.9, 8858.55, 8856.1, 8855.45, 8852.85, 8855.6, 8854.95, 8855.65, 8851.9, 8851.05, 8852.7, 8852.5, 8851.6, 8849.6, 8848.95, 8850.5, 8851.2, 8852.0, 8853.3, 8851.85, 8851.25]","[8847.25, 8848.5, 8849.45, 8851.45, 8848.8, 8842.95, 8843.7, 8845.7, 8848.15, 8850.1, 8850.7, 8854.95, 8855.95, 8856.9, 8854.3, 8854.45, 8854.15, 8853.85, 8854.25, 8857.4, 8856.2, 8853.5, 8852.55, 8851.15, 8851.0, 8853.25, 8853.9, 8851.65, 8850.85, 8853.35, 8855.15, 8855.7, 8854.85, 8854.2, 8853.35, 8854.25, 8858.25, 8858.0, 8858.4, 8859.9, 8858.55, 8856.1, 8855.45, 8852.85, 8855.6, 8854.95, 8855.65, 8851.9, 8851.05, 8852.7, 8852.5, 8851.6, 8849.6, 8848.95, 8850.5, 8851.2, 8852.0, 8853.3, 8851.85, 8851.25, 8845.55, 8842.1, 8843.2, 8845.4, 8844.1, 8844.65, 8846.5, 8851.45, 8850.8, 8849.85, 8852.9, 8851.3, 8848.25, 8845.3, 8840.05, 8839.45, 8839.15, 8841.4, 8838.65, 8839.95, 8842.9, 8842.55, 8841.2, 8840.95, 8840.4, 8841.7, 8841.25, 8840.9, 8844.1, 8845.15]"
2,2,4,12,"[8845.55, 8842.1, 8843.2, 8845.4, 8844.1, 8844.65, 8846.5, 8851.45, 8850.8, 8849.85, 8852.9, 8851.3, 8848.25, 8845.3, 8840.05, 8839.45, 8839.15, 8841.4, 8838.65, 8839.95, 8842.9, 8842.55, 8841.2, 8840.95, 8840.4, 8841.7, 8841.25, 8840.9, 8844.1, 8845.15, 8845.15, 8845.0, 8844.3, 8842.8, 8844.15, 8845.7, 8846.35, 8847.2, 8845.65, 8845.25, 8847.15, 8847.0, 8846.95, 8847.2, 8847.7, 8846.95, 8846.8, 8847.35, 8846.0, 8847.25, 8847.65, 8846.5, 8846.15, 8845.35, 8845.25, 8845.15, 8844.6, 8845.6, 8848.3, 8853.65]","[8845.55, 8842.1, 8843.2, 8845.4, 8844.1, 8844.65, 8846.5, 8851.45, 8850.8, 8849.85, 8852.9, 8851.3, 8848.25, 8845.3, 8840.05, 8839.45, 8839.15, 8841.4, 8838.65, 8839.95, 8842.9, 8842.55, 8841.2, 8840.95, 8840.4, 8841.7, 8841.25, 8840.9, 8844.1, 8845.15, 8845.15, 8845.0, 8844.3, 8842.8, 8844.15, 8845.7, 8846.35, 8847.2, 8845.65, 8845.25, 8847.15, 8847.0, 8846.95, 8847.2, 8847.7, 8846.95, 8846.8, 8847.35, 8846.0, 8847.25, 8847.65, 8846.5, 8846.15, 8845.35, 8845.25, 8845.15, 8844.6, 8845.6, 8848.3, 8853.65, 8854.05, 8852.75, 8848.85, 8849.55, 8851.05, 8849.5, 8847.7, 8848.3, 8851.8, 8853.5, 8852.5, 8853.2, 8850.65, 8852.5, 8853.45, 8855.55, 8858.5, 8860.6, 8858.8, 8858.35, 8859.15, 8855.5, 8856.8, 8858.15, 8857.9, 8857.05, 8854.75, 8852.3, 8853.1, 8852.5]"
2,2,4,13,"[8854.05, 8852.75, 8848.85, 8849.55, 8851.05, 8849.5, 8847.7, 8848.3, 8851.8, 8853.5, 8852.5, 8853.2, 8850.65, 8852.5, 8853.45, 8855.55, 8858.5, 8860.6, 8858.8, 8858.35, 8859.15, 8855.5, 8856.8, 8858.15, 8857.9, 8857.05, 8854.75, 8852.3, 8853.1, 8852.5, 8850.3, 8847.3, 8847.8, 8844.05, 8837.7, 8837.85, 8840.5, 8838.35, 8844.45, 8843.4, 8845.75, 8847.55, 8846.55, 8843.2, 8843.15, 8842.85, 8843.15, 8845.5, 8846.25, 8848.4, 8849.5, 8852.25, 8851.2, 8851.05, 8851.45, 8854.2, 8855.8, 8857.05, 8857.45, 8861.35]","[8854.05, 8852.75, 8848.85, 8849.55, 8851.05, 8849.5, 8847.7, 8848.3, 8851.8, 8853.5, 8852.5, 8853.2, 8850.65, 8852.5, 8853.45, 8855.55, 8858.5, 8860.6, 8858.8, 8858.35, 8859.15, 8855.5, 8856.8, 8858.15, 8857.9, 8857.05, 8854.75, 8852.3, 8853.1, 8852.5, 8850.3, 8847.3, 8847.8, 8844.05, 8837.7, 8837.85, 8840.5, 8838.35, 8844.45, 8843.4, 8845.75, 8847.55, 8846.55, 8843.2, 8843.15, 8842.85, 8843.15, 8845.5, 8846.25, 8848.4, 8849.5, 8852.25, 8851.2, 8851.05, 8851.45, 8854.2, 8855.8, 8857.05, 8857.45, 8861.35, 8862.4, 8864.0, 8863.85, 8870.3, 8870.85, 8865.95, 8866.05, 8862.4, 8864.65, 8866.65, 8869.9, 8870.2, 8867.15, 8869.55, 8869.75, 8872.05, 8873.15, 8872.1, 8871.3, 8871.35, 8870.3, 8871.75, 8869.9, 8866.25, 8864.45, 8865.45, 8865.3, 8866.0, 8866.2, 8865.85]"
3,2,4,10,"[8891.8, 8892.15, 8892.45, 8888.5, 8892.15, 8893.0, 8894.4, 8893.4, 8895.35, 8896.6, 8896.0, 8893.5, 8893.2, 8891.25, 8894.6, 8892.8, 8894.4, 8895.35, 8896.95, 8895.05, 8893.5, 8890.1, 8893.8, 8892.25, 8890.8, 8887.1, 8889.8, 8889.5, 8885.6, 8884.35, 8881.25, 8881.7, 8885.65, 8883.4, 8882.0, 8881.6, 8875.45, 8874.75, 8870.9, 8866.5, 8857.05, 8855.1, 8853.5, 8860.35, 8852.0, 8849.3, 8851.95, 8855.3, 8852.0, 8854.35, 8859.4, 8862.85, 8864.4, 8857.7, 8859.45, 8858.35, 8858.85, 8853.65, 8850.9, 8839.4]","[8891.8, 8892.15, 8892.45, 8888.5, 8892.15, 8893.0, 8894.4, 8893.4, 8895.35, 8896.6, 8896.0, 8893.5, 8893.2, 8891.25, 8894.6, 8892.8, 8894.4, 8895.35, 8896.95, 8895.05, 8893.5, 8890.1, 8893.8, 8892.25, 8890.8, 8887.1, 8889.8, 8889.5, 8885.6, 8884.35, 8881.25, 8881.7, 8885.65, 8883.4, 8882.0, 8881.6, 8875.45, 8874.75, 8870.9, 8866.5, 8857.05, 8855.1, 8853.5, 8860.35, 8852.0, 8849.3, 8851.95, 8855.3, 8852.0, 8854.35, 8859.4, 8862.85, 8864.4, 8857.7, 8859.45, 8858.35, 8858.85, 8853.65, 8850.9, 8839.4, 8824.5, 8824.75, 8831.85, 8827.75, 8820.5, 8817.65, 8822.2, 8826.45, 8824.45, 8812.85, 8818.7, 8818.1, 8820.8, 8827.05, 8826.4, 8829.55, 8819.95, 8816.7, 8823.25, 8819.9, 8824.6, 8828.75, 8832.1, 8827.25, 8825.65, 8827.1, 8825.25, 8828.95, 8824.55, 8827.0]"
3,2,4,11,"[8824.5, 8824.75, 8831.85, 8827.75, 8820.5, 8817.65, 8822.2, 8826.45, 8824.45, 8812.85, 8818.7, 8818.1, 8820.8, 8827.05, 8826.4, 8829.55, 8819.95, 8816.7, 8823.25, 8819.9, 8824.6, 8828.75, 8832.1, 8827.25, 8825.65, 8827.1, 8825.25, 8828.95, 8824.55, 8827.0, 8819.45, 8822.45, 8820.4, 8823.0, 8822.35, 8825.1, 8824.55, 8825.35, 8826.25, 8827.85, 8830.05, 8832.45, 8833.05, 8833.8, 8835.8, 8832.55, 8831.9, 8832.35, 8836.3, 8834.85, 8832.5, 8834.9, 8835.75, 8834.95, 8839.85, 8841.75, 8838.25, 8842.4, 8839.05, 8827.4]","[8824.5, 8824.75, 8831.85, 8827.75, 8820.5, 8817.65, 8822.2, 8826.45, 8824.45, 8812.85, 8818.7, 8818.1, 8820.8, 8827.05, 8826.4, 8829.55, 8819.95, 8816.7, 8823.25, 8819.9, 8824.6, 8828.75, 8832.1, 8827.25, 8825.65, 8827.1, 8825.25, 8828.95, 8824.55, 8827.0, 8819.45, 8822.45, 8820.4, 8823.0, 8822.35, 8825.1, 8824.55, 8825.35, 8826.25, 8827.85, 8830.05, 8832.45, 8833.05, 8833.8, 8835.8, 8832.55, 8831.9, 8832.35, 8836.3, 8834.85, 8832.5, 8834.9, 8835.75, 8834.95, 8839.85, 8841.75, 8838.25, 8842.4, 8839.05, 8827.4, 8827.55, 8826.45, 8830.25, 8833.0, 8833.25, 8833.5, 8836.5, 8835.1, 8834.6, 8833.5, 8834.4, 8833.2, 8833.0, 8830.85, 8831.1, 8829.45, 8831.45, 8833.45, 8832.8, 8835.85, 8834.1, 8831.1, 8831.9, 8831.1, 8832.85, 8831.75, 8833.85, 8832.8, 8833.6, 8833.35]"
3,2,4,12,"[8827.55, 8826.45, 8830.25, 8833.0, 8833.25, 8833.5, 8836.5, 8835.1, 8834.6, 8833.5, 8834.4, 8833.2, 8833.0, 8830.85, 8831.1, 8829.45, 8831.45, 8833.45, 8832.8, 8835.85, 8834.1, 8831.1, 8831.9, 8831.1, 8832.85, 8831.75, 8833.85, 8832.8, 8833.6, 8833.35, 8835.0, 8834.75, 8837.5, 8838.45, 8840.15, 8840.25, 8837.0, 8836.45, 8837.7, 8839.8, 8839.85, 8837.2, 8838.8, 8838.1, 8845.1, 8845.45, 8849.15, 8846.7, 8847.5, 8849.05, 8841.5, 8841.7, 8845.55, 8843.1, 8846.1, 8844.9, 8846.05, 8844.7, 8841.55, 8840.65]","[8827.55, 8826.45, 8830.25, 8833.0, 8833.25, 8833.5, 8836.5, 8835.1, 8834.6, 8833.5, 8834.4, 8833.2, 8833.0, 8830.85, 8831.1, 8829.45, 8831.45, 8833.45, 8832.8, 8835.85, 8834.1, 8831.1, 8831.9, 8831.1, 8832.85, 8831.75, 8833.85, 8832.8, 8833.6, 8833.35, 8835.0, 8834.75, 8837.5, 8838.45, 8840.15, 8840.25, 8837.0, 8836.45, 8837.7, 8839.8, 8839.85, 8837.2, 8838.8, 8838.1, 8845.1, 8845.45, 8849.15, 8846.7, 8847.5, 8849.05, 8841.5, 8841.7, 8845.55, 8843.1, 8846.1, 8844.9, 8846.05, 8844.7, 8841.55, 8840.65, 8843.6, 8843.8, 8844.25, 8840.2, 8839.6, 8833.7, 8834.5, 8835.5, 8831.2, 8827.45, 8827.35, 8828.45, 8834.3, 8828.6, 8832.4, 8832.3, 8831.75, 8833.7, 8836.35, 8835.05, 8837.6, 8833.85, 8836.4, 8837.65, 8836.65, 8836.6, 8836.15, 8833.6, 8832.05, 8836.2]"
3,2,4,13,"[8843.6, 8843.8, 8844.25, 8840.2, 8839.6, 8833.7, 8834.5, 8835.5, 8831.2, 8827.45, 8827.35, 8828.45, 8834.3, 8828.6, 8832.4, 8832.3, 8831.75, 8833.7, 8836.35, 8835.05, 8837.6, 8833.85, 8836.4, 8837.65, 8836.65, 8836.6, 8836.15, 8833.6, 8832.05, 8836.2, 8835.8, 8834.25, 8834.5, 8832.9, 8837.4, 8835.1, 8834.55, 8831.8, 8835.9, 8823.5, 8828.1, 8832.6, 8832.65, 8836.0, 8834.9, 8836.9, 8840.0, 8840.4, 8841.6, 8844.15, 8841.2, 8833.25, 8834.55, 8833.55, 8831.3, 8826.85, 8827.75, 8827.7, 8818.4, 8819.9]","[8843.6, 8843.8, 8844.25, 8840.2, 8839.6, 8833.7, 8834.5, 8835.5, 8831.2, 8827.45, 8827.35, 8828.45, 8834.3, 8828.6, 8832.4, 8832.3, 8831.75, 8833.7, 8836.35, 8835.05, 8837.6, 8833.85, 8836.4, 8837.65, 8836.65, 8836.6, 8836.15, 8833.6, 8832.05, 8836.2, 8835.8, 8834.25, 8834.5, 8832.9, 8837.4, 8835.1, 8834.55, 8831.8, 8835.9, 8823.5, 8828.1, 8832.6, 8832.65, 8836.0, 8834.9, 8836.9, 8840.0, 8840.4, 8841.6, 8844.15, 8841.2, 8833.25, 8834.55, 8833.55, 8831.3, 8826.85, 8827.75, 8827.7, 8818.4, 8819.9, 8819.55, 8823.85, 8822.8, 8819.45, 8816.2, 8800.55, 8796.6, 8801.45, 8803.95, 8804.45, 8800.7, 8802.95, 8799.65, 8800.05, 8804.3, 8807.4, 8804.15, 8809.15, 8805.25, 8808.0, 8808.4, 8809.15, 8810.55, 8815.55, 8819.6, 8816.5, 8812.8, 8819.35, 8820.0, 8826.25]"
4,2,4,10,"[8833.45, 8832.0, 8821.2, 8831.65, 8831.6, 8829.15, 8827.55, 8830.3, 8832.65, 8831.2, 8833.05, 8832.05, 8833.65, 8833.9, 8835.8, 8843.25, 8848.35, 8846.15, 8842.6, 8844.8, 8846.5, 8847.8, 8850.55, 8849.35, 8851.6, 8847.5, 8844.95, 8842.55, 8836.35, 8837.4, 8833.05, 8834.8, 8843.45, 8847.35, 8846.0, 8847.35, 8849.4, 8849.45, 8850.1, 8847.05, 8848.85, 8849.9, 8849.15, 8843.35, 8842.9, 8845.25, 8845.9, 8845.45, 8846.55, 8845.4, 8845.65, 8844.35, 8843.95, 8844.2, 8842.05, 8838.25, 8839.55, 8841.2, 8839.15, 8839.2]","[8833.45, 8832.0, 8821.2, 8831.65, 8831.6, 8829.15, 8827.55, 8830.3, 8832.65, 8831.2, 8833.05, 8832.05, 8833.65, 8833.9, 8835.8, 8843.25, 8848.35, 8846.15, 8842.6, 8844.8, 8846.5, 8847.8, 8850.55, 8849.35, 8851.6, 8847.5, 8844.95, 8842.55, 8836.35, 8837.4, 8833.05, 8834.8, 8843.45, 8847.35, 8846.0, 8847.35, 8849.4, 8849.45, 8850.1, 8847.05, 8848.85, 8849.9, 8849.15, 8843.35, 8842.9, 8845.25, 8845.9, 8845.45, 8846.55, 8845.4, 8845.65, 8844.35, 8843.95, 8844.2, 8842.05, 8838.25, 8839.55, 8841.2, 8839.15, 8839.2, 8843.2, 8846.65, 8845.45, 8847.65, 8849.85, 8847.3, 8846.25, 8845.75, 8845.9, 8840.85, 8840.4, 8839.5, 8842.35, 8841.95, 8845.3, 8844.95, 8845.05, 8845.6, 8847.25, 8848.35, 8849.75, 8852.9, 8855.85, 8857.3, 8854.5, 8855.7, 8857.15, 8858.85, 8860.5, 8863.95]"
